Date,Close Price
3/25/2018 7:05,158.96
3/25/2018 7:10,159.2
3/25/2018 7:15,159.06
3/25/2018 7:20,158.79
3/25/2018 7:25,158.51
3/25/2018 7:30,158.72
3/25/2018 7:35,158.57
3/25/2018 7:40,158.74
3/25/2018 7:45,158.8
3/25/2018 7:50,159.04
3/25/2018 7:55,158.94
3/25/2018 8:00,159.13
3/25/2018 8:05,159.26
3/25/2018 8:10,159.11
3/25/2018 8:15,159.4
3/25/2018 8:20,160.28
3/25/2018 8:25,160.38
3/25/2018 8:30,160.49
3/25/2018 8:35,160.5
3/25/2018 8:40,160.48
3/25/2018 8:45,160.21
3/25/2018 8:50,160.09
3/25/2018 8:55,160.19
3/25/2018 9:00,160.32
3/25/2018 9:05,160.24
3/25/2018 9:10,160.17
3/25/2018 9:15,159.95
3/25/2018 9:20,159.86
3/25/2018 9:25,159.75
3/25/2018 9:30,159.88
3/25/2018 9:35,160.02
3/25/2018 9:40,160.08
3/25/2018 9:45,160.42
3/25/2018 9:50,160.3
3/25/2018 9:55,160.19
3/25/2018 10:00,160.14
3/25/2018 10:05,159.94
3/25/2018 10:10,159.99
3/25/2018 10:15,160.08
3/25/2018 10:20,159.95
3/25/2018 10:25,159.65
3/25/2018 10:30,159.11
3/25/2018 10:35,159.02
3/25/2018 10:40,159.06
3/25/2018 10:45,159.16
3/25/2018 10:50,159.19
3/25/2018 10:55,158.87
3/25/2018 11:00,158.92
3/25/2018 11:05,159.27
3/25/2018 11:10,159.21
3/25/2018 11:15,158.74
3/25/2018 11:20,158.8
3/25/2018 11:25,158.67
3/25/2018 11:30,158.57
3/25/2018 11:35,158.09
3/25/2018 11:40,158.39
3/25/2018 11:45,158.37
3/25/2018 11:50,157.77
3/25/2018 11:55,157.52
3/25/2018 12:00,157.95
3/25/2018 12:05,157.73
3/25/2018 12:10,158.12
3/25/2018 12:15,158.42
3/25/2018 12:20,158.42
3/25/2018 12:25,158.44
3/25/2018 12:30,158.44
3/25/2018 12:35,158.24
3/25/2018 12:40,158.27
3/25/2018 12:45,158.37
3/25/2018 12:50,159.13
3/25/2018 12:55,159.52
3/25/2018 13:00,159.38
3/25/2018 13:05,159.24
3/25/2018 13:10,158.99
3/25/2018 13:15,158.77
3/25/2018 13:20,158.89
3/25/2018 13:25,158.86
3/25/2018 13:30,158.91
3/25/2018 13:35,158.82
3/25/2018 13:40,158.93
3/25/2018 13:45,158.97
3/25/2018 13:50,159.01
3/25/2018 13:55,159.49
3/25/2018 14:00,159.79
3/25/2018 14:05,159.86
3/25/2018 14:10,159.88
3/25/2018 14:15,159.64
3/25/2018 14:20,159.68
3/25/2018 14:25,159.86
3/25/2018 14:30,159.61
3/25/2018 14:35,159.68
3/25/2018 14:40,160.09
3/25/2018 14:45,160.72
3/25/2018 14:50,160.54
3/25/2018 14:55,160.46
3/25/2018 15:00,160.54
3/25/2018 15:05,160.28
3/25/2018 15:10,160.1
3/25/2018 15:15,160.26
3/25/2018 15:20,159.91
3/25/2018 15:25,159.21
3/25/2018 15:30,159.15
3/25/2018 15:35,159.25
3/25/2018 15:40,159.35
3/25/2018 15:45,159.1
3/25/2018 15:50,159.09
3/25/2018 15:55,159.16
3/25/2018 16:00,159.44
3/25/2018 16:05,159.46
3/25/2018 16:10,159.44
3/25/2018 16:15,159.58
3/25/2018 16:20,159.87
3/25/2018 16:25,159.97
3/25/2018 16:30,159.75
3/25/2018 16:35,159.61
3/25/2018 16:40,159.75
3/25/2018 16:45,159.86
3/25/2018 16:50,159.82
3/25/2018 16:55,159.87
3/25/2018 17:00,160.09
3/25/2018 17:05,160.2
3/25/2018 17:10,160.15
3/25/2018 17:15,160.07
3/25/2018 17:20,160.27
3/25/2018 17:25,160.51
3/25/2018 17:30,160.57
3/25/2018 17:35,160.7
3/25/2018 17:40,160.54
3/25/2018 17:45,160.17
3/25/2018 17:50,160.28
3/25/2018 17:55,160.28
3/25/2018 18:00,160.13
3/25/2018 18:05,160.1
3/25/2018 18:10,160.65
3/25/2018 18:15,161.25
3/25/2018 18:20,161.31
3/25/2018 18:25,161.32
3/25/2018 18:30,161.43
3/25/2018 18:35,161.31
3/25/2018 18:40,161.48
3/25/2018 18:45,161.65
3/25/2018 18:50,161.78
3/25/2018 18:55,161.52
3/25/2018 19:00,161.65
3/25/2018 19:05,161.73
3/25/2018 19:10,161.71
3/25/2018 19:15,161.61
3/25/2018 19:20,161.86
3/25/2018 19:25,162.15
3/25/2018 19:30,161.66
3/25/2018 19:35,161.98
3/25/2018 19:40,161.87
3/25/2018 19:45,161.62
3/25/2018 19:50,161.71
3/25/2018 19:55,161.79
3/25/2018 20:00,161.76
3/25/2018 20:05,161.57
3/25/2018 20:10,161.8
3/25/2018 20:15,161.67
3/25/2018 20:20,161.6
3/25/2018 20:25,161.67
3/25/2018 20:30,161.62
3/25/2018 20:35,161.28
3/25/2018 20:40,161.05
3/25/2018 20:45,160.83
3/25/2018 20:50,161.05
3/25/2018 20:55,161.36
3/25/2018 21:00,161.7
3/25/2018 21:05,161.71
3/25/2018 21:10,161.71
3/25/2018 21:15,161.97
3/25/2018 21:20,161.98
3/25/2018 21:25,161.83
3/25/2018 21:30,161.75
3/25/2018 21:35,161.91
3/25/2018 21:40,161.84
3/25/2018 21:45,161.81
3/25/2018 21:50,161.95
3/25/2018 21:55,162.14
3/25/2018 22:00,162.28
3/25/2018 22:05,162.19
3/25/2018 22:10,162.55
3/25/2018 22:15,162.58
3/25/2018 22:20,162.09
3/25/2018 22:25,162.21
3/25/2018 22:30,162.05
3/25/2018 22:35,162.23
3/25/2018 22:40,162.57
3/25/2018 22:45,162.62
3/25/2018 22:50,162.72
3/25/2018 22:55,162.67
3/25/2018 23:00,161.75
3/25/2018 23:05,160.6
3/25/2018 23:10,160.63
3/25/2018 23:15,160.51
3/25/2018 23:20,160.45
3/25/2018 23:25,160.31
3/25/2018 23:30,160.12
3/25/2018 23:35,160.46
3/25/2018 23:40,160.03
3/25/2018 23:45,159.88
3/25/2018 23:50,160.19
3/25/2018 23:55,160.37
3/26/2018 0:00,160.21
3/26/2018 0:05,160.08
3/26/2018 0:10,160.17
3/26/2018 0:15,160.5
3/26/2018 0:20,160.47
3/26/2018 0:25,160.47
3/26/2018 0:30,160.54
3/26/2018 0:35,160.18
3/26/2018 0:40,160.37
3/26/2018 0:45,160.2
3/26/2018 0:50,159.91
3/26/2018 0:55,159.72
3/26/2018 1:00,159.7
3/26/2018 1:05,159.45
3/26/2018 1:10,159.45
3/26/2018 1:15,159.32
3/26/2018 1:20,159.56
3/26/2018 1:25,159.73
3/26/2018 1:30,159.7
3/26/2018 1:35,159.73
3/26/2018 1:40,159.64
3/26/2018 1:45,159.7
3/26/2018 1:50,159.55
3/26/2018 1:55,159.41
3/26/2018 2:00,159.38
3/26/2018 2:05,159.55
3/26/2018 2:10,159.69
3/26/2018 2:15,159.83
3/26/2018 2:20,160.07
3/26/2018 2:25,159.96
3/26/2018 2:30,159.94
3/26/2018 2:35,160.03
3/26/2018 2:40,159.89
3/26/2018 2:45,159.87
3/26/2018 2:50,159.94
3/26/2018 2:55,159.84
3/26/2018 3:00,159.73
3/26/2018 3:05,160.21
3/26/2018 3:10,160.55
3/26/2018 3:15,160.64
3/26/2018 3:20,160.88
3/26/2018 3:25,160.91
3/26/2018 3:30,160.77
3/26/2018 3:35,160.78
3/26/2018 3:40,160.9
3/26/2018 3:45,160.99
3/26/2018 3:50,160.86
3/26/2018 3:55,160.7
3/26/2018 4:00,160.71
3/26/2018 4:05,160.55
3/26/2018 4:10,160.64
3/26/2018 4:15,160.67
3/26/2018 4:20,160.69
3/26/2018 4:25,160.7
3/26/2018 4:30,160.66
3/26/2018 4:35,160.79
3/26/2018 4:40,160.89
3/26/2018 4:45,160.7
3/26/2018 4:50,160.69
3/26/2018 4:55,160.66
3/26/2018 5:00,160.63
3/26/2018 5:05,160.51
3/26/2018 5:10,160.6
3/26/2018 5:15,160.6
3/26/2018 5:20,160.74
3/26/2018 5:25,160.58
3/26/2018 5:30,160.55
3/26/2018 5:35,160.57
3/26/2018 5:40,160.64
3/26/2018 5:45,160.73
3/26/2018 5:50,160.94
3/26/2018 5:55,160.88
3/26/2018 6:00,160.79
3/26/2018 6:05,160.8
3/26/2018 6:10,160.78
3/26/2018 6:15,160.49
3/26/2018 6:20,160.55
3/26/2018 6:25,160.63
3/26/2018 6:30,160.68
3/26/2018 6:35,160.51
3/26/2018 6:40,160.46
3/26/2018 6:45,160.52
3/26/2018 6:50,160.52
3/26/2018 6:55,160.34
3/26/2018 7:00,160.46
3/26/2018 7:05,160.55
3/26/2018 7:10,160.67
3/26/2018 7:15,160.27
3/26/2018 7:20,160.22
3/26/2018 7:25,160.15
3/26/2018 7:30,159.91
3/26/2018 7:35,159.76
3/26/2018 7:40,159.65
3/26/2018 7:45,159.57
3/26/2018 7:50,159.57
3/26/2018 7:55,159.64
3/26/2018 8:00,159.81
3/26/2018 8:05,160
3/26/2018 8:10,159.91
3/26/2018 8:15,159.99
3/26/2018 8:20,160.21
3/26/2018 8:25,159.99
3/26/2018 8:30,159.75
3/26/2018 8:35,159.79
3/26/2018 8:40,159.77
3/26/2018 8:45,159.81
3/26/2018 8:50,159.85
3/26/2018 8:55,159.76
3/26/2018 9:00,159.67
3/26/2018 9:05,159.57
3/26/2018 9:10,159.51
3/26/2018 9:15,159.4
3/26/2018 9:20,159.03
3/26/2018 9:25,159.1
3/26/2018 9:30,158.8
3/26/2018 9:35,158.2
3/26/2018 9:40,158.23
3/26/2018 9:45,157.51
3/26/2018 9:50,157.65
3/26/2018 9:55,157.72
3/26/2018 10:00,157.41
3/26/2018 10:05,157.17
3/26/2018 10:10,157.08
3/26/2018 10:15,157.08
3/26/2018 10:20,157.11
3/26/2018 10:25,157.09
3/26/2018 10:30,157.25
3/26/2018 10:35,157.25
3/26/2018 10:40,157.28
3/26/2018 10:45,157.3
3/26/2018 10:50,157.09
3/26/2018 10:55,156.85
3/26/2018 11:00,156.69
3/26/2018 11:05,156.1
3/26/2018 11:10,154.88
3/26/2018 11:15,154.25
3/26/2018 11:20,153.8
3/26/2018 11:25,153.58
3/26/2018 11:30,151.5
3/26/2018 11:35,151.99
3/26/2018 11:40,151.44
3/26/2018 11:45,151.71
3/26/2018 11:50,152.59
3/26/2018 11:55,152.34
3/26/2018 12:00,152.43
3/26/2018 12:05,151.57
3/26/2018 12:10,150.83
3/26/2018 12:15,150.6
3/26/2018 12:20,150.14
3/26/2018 12:25,150.76
3/26/2018 12:30,151.37
3/26/2018 12:35,152.01
3/26/2018 12:40,151.81
3/26/2018 12:45,152.22
3/26/2018 12:50,152.5
3/26/2018 12:55,152.49
3/26/2018 13:00,152.49
3/26/2018 13:05,152.34
3/26/2018 13:10,152.28
3/26/2018 13:15,152.42
3/26/2018 13:20,152.3
3/26/2018 13:25,152.2
3/26/2018 13:30,152.12
3/26/2018 13:35,152.39
3/26/2018 13:40,152.46
3/26/2018 13:45,152.41
3/26/2018 13:50,152.59
3/26/2018 13:55,152.63
3/26/2018 14:00,152.57
3/26/2018 14:05,152.13
3/26/2018 14:10,151.14
3/26/2018 14:15,150.33
3/26/2018 14:20,149.88
3/26/2018 14:25,149.67
3/26/2018 14:30,149.51
3/26/2018 14:35,149.27
3/26/2018 14:40,149.32
3/26/2018 14:45,148.28
3/26/2018 14:50,147.92
3/26/2018 14:55,148.05
,
