Date,Close Price
3/25/2018 0:00,527.3
3/25/2018 0:05,526.44
3/25/2018 0:10,522.7
3/25/2018 0:15,520.41
3/25/2018 0:20,519.84
3/25/2018 0:25,520.44
3/25/2018 0:30,520.52
3/25/2018 0:35,521.14
3/25/2018 0:40,520.62
3/25/2018 0:45,521.4
3/25/2018 0:50,521.58
3/25/2018 0:55,521.9
3/25/2018 1:00,521.21
3/25/2018 1:05,520.78
3/25/2018 1:10,520.8
3/25/2018 1:15,521.63
3/25/2018 1:20,522.53
3/25/2018 1:25,522.7
3/25/2018 1:30,522.05
3/25/2018 1:35,522.32
3/25/2018 1:40,522.69
3/25/2018 1:45,523.1
3/25/2018 1:50,523.74
3/25/2018 1:55,523.19
3/25/2018 2:00,521.49
3/25/2018 2:05,520.1
3/25/2018 2:10,520.54
3/25/2018 2:15,520.59
3/25/2018 2:20,521.25
3/25/2018 2:25,521.47
3/25/2018 2:30,520.23
3/25/2018 2:35,520.58
3/25/2018 2:40,520.86
3/25/2018 2:45,520.21
3/25/2018 2:50,519.57
3/25/2018 2:55,519.11
3/25/2018 3:00,519.32
3/25/2018 3:05,519.62
3/25/2018 3:10,517.8
3/25/2018 3:15,517.24
3/25/2018 3:20,517.31
3/25/2018 3:25,518.08
3/25/2018 3:30,518.66
3/25/2018 3:35,519.71
3/25/2018 3:40,519.95
3/25/2018 3:45,519.85
3/25/2018 3:50,520.98
3/25/2018 3:55,521.72
3/25/2018 4:00,522.23
3/25/2018 4:05,522.06
3/25/2018 4:10,522.16
3/25/2018 4:15,522.81
3/25/2018 4:20,521.72
3/25/2018 4:25,521.65
3/25/2018 4:30,521.12
3/25/2018 4:35,520.95
3/25/2018 4:40,520.8
3/25/2018 4:45,521.34
3/25/2018 4:50,521.75
3/25/2018 4:55,521.6
3/25/2018 5:00,522.08
3/25/2018 5:05,522.35
3/25/2018 5:10,521.54
3/25/2018 5:15,522.02
3/25/2018 5:20,522.67
3/25/2018 5:25,523.3
3/25/2018 5:30,522.71
3/25/2018 5:35,523.76
3/25/2018 5:40,523.67
3/25/2018 5:45,523.69
3/25/2018 5:50,524.03
3/25/2018 5:55,523.6
3/25/2018 6:00,523.54
3/25/2018 6:05,522.42
3/25/2018 6:10,522.16
3/25/2018 6:15,522.58
3/25/2018 6:20,522.71
3/25/2018 6:25,522.65
3/25/2018 6:30,522.56
3/25/2018 6:35,523.27
3/25/2018 6:40,523.94
3/25/2018 6:45,523.71
3/25/2018 6:50,523.25
3/25/2018 6:55,522.76
3/25/2018 7:00,522.57
3/25/2018 7:05,521.88
3/25/2018 7:10,521.95
3/25/2018 7:15,522.83
3/25/2018 7:20,522.07
3/25/2018 7:25,520.23
3/25/2018 7:30,519.64
3/25/2018 7:35,518.84
3/25/2018 7:40,518.16
3/25/2018 7:45,518.6
3/25/2018 7:50,519.14
3/25/2018 7:55,519.34
3/25/2018 8:00,519.77
3/25/2018 8:05,520.01
3/25/2018 8:10,520.3
3/25/2018 8:15,519.83
3/25/2018 8:20,521.14
3/25/2018 8:25,522.05
3/25/2018 8:30,523.48
3/25/2018 8:35,523.17
3/25/2018 8:40,523.2
3/25/2018 8:45,522.92
3/25/2018 8:50,522.28
3/25/2018 8:55,521.89
3/25/2018 9:00,522.38
3/25/2018 9:05,522.13
3/25/2018 9:10,521.82
3/25/2018 9:15,521.57
3/25/2018 9:20,521.52
3/25/2018 9:25,521.08
3/25/2018 9:30,520.75
3/25/2018 9:35,521.04
3/25/2018 9:40,521.55
3/25/2018 9:45,521.73
3/25/2018 9:50,521.79
3/25/2018 9:55,521.67
3/25/2018 10:00,521.29
3/25/2018 10:05,521.61
3/25/2018 10:10,521.31
3/25/2018 10:15,521.05
3/25/2018 10:20,521.4
3/25/2018 10:25,521.48
3/25/2018 10:30,519.89
3/25/2018 10:35,518.85
3/25/2018 10:40,518.8
3/25/2018 10:45,518.62
3/25/2018 10:50,518.53
3/25/2018 10:55,518.55
3/25/2018 11:00,518.29
3/25/2018 11:05,519.03
3/25/2018 11:10,519.22
3/25/2018 11:15,518.94
3/25/2018 11:20,518.87
3/25/2018 11:25,518.97
3/25/2018 11:30,518.68
3/25/2018 11:35,517.11
3/25/2018 11:40,516.78
3/25/2018 11:45,517.23
3/25/2018 11:50,516.65
3/25/2018 11:55,515.66
3/25/2018 12:00,515.81
3/25/2018 12:05,516.01
3/25/2018 12:10,516.52
3/25/2018 12:15,517.41
3/25/2018 12:20,518.08
3/25/2018 12:25,518.19
3/25/2018 12:30,517.72
3/25/2018 12:35,517.34
3/25/2018 12:40,517.4
3/25/2018 12:45,517.62
3/25/2018 12:50,518.85
3/25/2018 12:55,520.92
3/25/2018 13:00,521.44
3/25/2018 13:05,520.89
3/25/2018 13:10,520.99
3/25/2018 13:15,520.17
3/25/2018 13:20,520.1
3/25/2018 13:25,519.91
3/25/2018 13:30,520.5
3/25/2018 13:35,520.57
3/25/2018 13:40,520.77
3/25/2018 13:45,521.39
3/25/2018 13:50,520.99
3/25/2018 13:55,521.71
3/25/2018 14:00,522.16
3/25/2018 14:05,522.96
3/25/2018 14:10,523.81
3/25/2018 14:15,524.02
3/25/2018 14:20,523.33
3/25/2018 14:25,523.63
3/25/2018 14:30,524.06
3/25/2018 14:35,523.9
3/25/2018 14:40,524.36
3/25/2018 14:45,525.01
3/25/2018 14:50,525.43
3/25/2018 14:55,525.04
3/25/2018 15:00,524.1
3/25/2018 15:05,523.55
3/25/2018 15:10,522.72
3/25/2018 15:15,523.07
3/25/2018 15:20,523.16
3/25/2018 15:25,522.07
3/25/2018 15:30,520.93
3/25/2018 15:35,521.19
3/25/2018 15:40,521.07
3/25/2018 15:45,520.47
3/25/2018 15:50,519.85
3/25/2018 15:55,519.92
3/25/2018 16:00,520.49
3/25/2018 16:05,520.66
3/25/2018 16:10,519.82
3/25/2018 16:15,520.09
3/25/2018 16:20,521.2
3/25/2018 16:25,522.54
3/25/2018 16:30,522.1
3/25/2018 16:35,521.67
3/25/2018 16:40,521.73
3/25/2018 16:45,521.96
3/25/2018 16:50,522.46
3/25/2018 16:55,523.13
3/25/2018 17:00,523.41
3/25/2018 17:05,523.97
3/25/2018 17:10,523.74
3/25/2018 17:15,523.24
3/25/2018 17:20,522.95
3/25/2018 17:25,523.06
3/25/2018 17:30,523.72
3/25/2018 17:35,523.71
3/25/2018 17:40,523.77
3/25/2018 17:45,522.84
3/25/2018 17:50,522.57
3/25/2018 17:55,522.58
3/25/2018 18:00,521.97
3/25/2018 18:05,520.63
3/25/2018 18:10,521.51
3/25/2018 18:15,523.5
3/25/2018 18:20,525.8
3/25/2018 18:25,526.03
3/25/2018 18:30,525.95
3/25/2018 18:35,525.8
3/25/2018 18:40,526.18
3/25/2018 18:45,526.87
3/25/2018 18:50,528.04
3/25/2018 18:55,527.91
3/25/2018 19:00,527.88
3/25/2018 19:05,528.7
3/25/2018 19:10,529.53
3/25/2018 19:15,529.5
3/25/2018 19:20,529.73
3/25/2018 19:25,530.64
3/25/2018 19:30,529.69
3/25/2018 19:35,529.76
3/25/2018 19:40,529.04
3/25/2018 19:45,528.84
3/25/2018 19:50,528.51
3/25/2018 19:55,528.91
3/25/2018 20:00,529.13
3/25/2018 20:05,529.29
3/25/2018 20:10,529
3/25/2018 20:15,529.13
3/25/2018 20:20,529.08
3/25/2018 20:25,528.66
3/25/2018 20:30,528.28
3/25/2018 20:35,528.01
3/25/2018 20:40,526.8
3/25/2018 20:45,525.38
3/25/2018 20:50,525.07
